aac85a07-80a4-4431-a483-1f8fd2b5f9d4,CNY,JPY,18.173724,2022-03-05,2026-04-28 01:30:05.930045+09
99ded317-c609-48f2-8225-23aa7bbd6e81,JPY,USD,0.007427,2023-05-06,2026-04-28 00:54:23.251835+09
3625fd4b-813d-450e-8166-ca76872f2d12,JPY,CNY,0.051369,2023-05-07,2026-04-28 00:54:23.252815+09
97dbcc7a-4ef4-46c2-a179-055598a02f6a,JPY,USD,0.007426,2023-05-07,2026-04-28 00:54:23.252815+09
93025449-e980-4648-a6f9-dde657474b20,JPY,CNY,0.051294,2023-05-08,2026-04-28 00:54:23.253784+09
995ce131-53e4-41ed-83f6-12ddc838eb8b,JPY,USD,0.007415,2023-05-08,2026-04-28 00:54:23.253784+09
554fde21-cb70-410c-83ea-d967cfa853a9,JPY,CNY,0.051270,2023-05-09,2026-04-28 00:54:23.25489+09
5dcb2287-20da-4c26-9d67-a44014157a72,JPY,USD,0.007406,2023-05-09,2026-04-28 00:54:23.25489+09
86b47693-740b-423f-8f4b-a2fc491894a3,JPY,CNY,0.051288,2023-05-10,2026-04-28 00:54:23.255782+09
54a0a0bf-d4c6-40a4-9874-2fe0d421e8f1,JPY,USD,0.007414,2023-05-10,2026-04-28 00:54:23.255782+09
edd28c65-0117-4fc9-9cb6-6ddb5daed950,JPY,CNY,0.051581,2023-05-11,2026-04-28 00:54:23.256636+09
07ddf02a-cd64-4586-b9ef-735a25ba8430,JPY,USD,0.007440,2023-05-11,2026-04-28 00:54:23.256636+09
842daefd-e63d-4fb2-b3b0-36dc1ebbda52,JPY,CNY,0.051605,2023-05-12,2026-04-28 00:54:23.257629+09
2f52b751-477d-4ea4-a924-f6bcd0c65dd9,JPY,USD,0.007417,2023-05-12,2026-04-28 00:54:23.257629+09
f07f139d-9af3-43e8-942c-b2a759943c3c,JPY,CNY,0.051467,2023-05-13,2026-04-28 00:54:23.258864+09
44f6eac6-2bfa-461c-8d72-6c82fdfc2825,JPY,USD,0.007390,2023-05-13,2026-04-28 00:54:23.258864+09
f4d20820-db3a-4aa6-b358-939fe16d2f41,JPY,CNY,0.051429,2023-05-14,2026-04-28 00:54:23.259802+09
99958453-bcfd-4b99-b49f-175625d96ea9,JPY,USD,0.007382,2023-05-14,2026-04-28 00:54:23.259802+09
a7f4ac89-e088-4faf-a614-dad8bcb0bea0,JPY,CNY,0.051202,2023-05-15,2026-04-28 00:54:23.260672+09
15c5472f-78eb-4814-b1a4-f35d357da8f3,JPY,USD,0.007357,2023-05-15,2026-04-28 00:54:23.260672+09
ceca1236-cac8-4e98-a0bb-21eb4846b9dd,JPY,CNY,0.051214,2023-05-16,2026-04-28 00:54:23.261787+09
0f8c026a-0932-4227-a52b-1054111f2d8c,JPY,USD,0.007349,2023-05-16,2026-04-28 00:54:23.261787+09
65245382-9197-413b-b5bd-fea3731dfc3f,JPY,CNY,0.051164,2023-05-17,2026-04-28 00:54:23.263129+09
5a33c6a8-895c-4e1f-82cf-bda220748840,JPY,USD,0.007311,2023-05-17,2026-04-28 00:54:23.263129+09
85f7431f-2cc7-4a20-8367-6c27d7df848d,JPY,CNY,0.051007,2023-05-18,2026-04-28 00:54:23.264021+09
5800c346-df48-4a12-88ac-fff2f371cdb2,JPY,USD,0.007258,2023-05-18,2026-04-28 00:54:23.264021+09
c3c2e57a-6c4b-4267-9381-5de344df4fab,JPY,CNY,0.050871,2023-05-19,2026-04-28 00:54:23.264855+09
21112897-c9c5-441b-a7f6-6bc4b72a260f,JPY,USD,0.007237,2023-05-19,2026-04-28 00:54:23.264855+09
7c2cca8a-2cdd-4f27-a564-caaeade471cd,JPY,CNY,0.050822,2023-05-20,2026-04-28 00:54:23.266021+09
6f516c87-e602-4274-9c7d-a2062ecd8b67,JPY,USD,0.007240,2023-05-20,2026-04-28 00:54:23.266021+09
c373a869-46e8-40ea-b293-4d7ef7aa9bc1,JPY,CNY,0.050818,2023-05-21,2026-04-28 00:54:23.267276+09
afe77f82-f034-42d4-9e72-d0c6ef7ab8b2,JPY,USD,0.007241,2023-05-21,2026-04-28 00:54:23.267276+09
00e9ac73-a490-491f-b0d2-882165aedd73,JPY,CNY,0.050931,2023-05-22,2026-04-28 00:54:23.268363+09
68ac0c6a-c000-4683-9299-77295e1c0f2c,JPY,USD,0.007241,2023-05-22,2026-04-28 00:54:23.268363+09
cb7bf6e4-7144-4bcd-8ea3-85b18c1f48df,JPY,CNY,0.050932,2023-05-23,2026-04-28 00:54:23.269481+09
093d5cac-ad39-4428-a13b-211dd6f75d97,JPY,USD,0.007222,2023-05-23,2026-04-28 00:54:23.269481+09
2c75269c-7cac-48e2-b857-08ee8c76fdb6,JPY,CNY,0.050923,2023-05-24,2026-04-28 00:54:23.270849+09
01a8a11c-73aa-48b7-add2-0362ac256d86,JPY,USD,0.007214,2023-05-24,2026-04-28 00:54:23.270849+09
1627b887-b664-4484-9bb9-5eda16d3a8ac,JPY,CNY,0.050748,2023-05-25,2026-04-28 00:54:23.271921+09
f226a409-f73e-48e7-b2f7-2e693b826a92,JPY,USD,0.007173,2023-05-25,2026-04-28 00:54:23.271921+09
5815029d-2cb6-41eb-a600-38e91a5fa580,JPY,CNY,0.050589,2023-05-26,2026-04-28 00:54:23.272908+09
53bd500f-f277-4e33-9b7e-ccc0d4e6151e,JPY,USD,0.007149,2023-05-26,2026-04-28 00:54:23.272908+09
a8fd12ca-13a7-4c50-89e1-0d9b1640f29d,JPY,CNY,0.050415,2023-05-27,2026-04-28 00:54:23.273802+09
6194a7c0-a962-46df-86f7-ca40c7981056,JPY,USD,0.007128,2023-05-27,2026-04-28 00:54:23.273802+09
8278fb7d-af5b-476b-bfb8-3450438c9030,JPY,CNY,0.050405,2023-05-28,2026-04-28 00:54:23.275005+09
4792644d-679f-416c-a2ca-288e988aa056,JPY,USD,0.007125,2023-05-28,2026-04-28 00:54:23.275005+09
32de6c09-3002-44ba-b9cf-7a8cd3e2ad7f,JPY,CNY,0.050433,2023-05-29,2026-04-28 00:54:23.276221+09
6c7c1db4-3e44-47c4-9e5c-e72700d61898,JPY,USD,0.007126,2023-05-29,2026-04-28 00:54:23.276221+09
78956563-5317-4a12-a4bf-d5a2af445f3f,JPY,CNY,0.050569,2023-05-30,2026-04-28 00:54:23.277391+09
42f14947-4048-49f4-baab-8d0fb929ebc9,JPY,USD,0.007138,2023-05-30,2026-04-28 00:54:23.277391+09
6a2119bd-4d0d-46d3-ae92-012d26dcd55b,JPY,CNY,0.050817,2023-05-31,2026-04-28 00:54:23.278392+09
c82eb906-a2ba-4f37-90a5-04c21530e7e0,JPY,USD,0.007158,2023-05-31,2026-04-28 00:54:23.278392+09
d9d60eb5-ca5a-413e-bd11-fa8491c9e9f0,JPY,CNY,0.050991,2023-06-01,2026-04-28 00:54:23.279361+09
ac7f997d-0534-4592-a16d-f098ac7a89b6,JPY,USD,0.007176,2023-06-01,2026-04-28 00:54:23.279361+09
523b1883-0b5b-4436-81ab-f02be904f381,JPY,CNY,0.050947,2023-06-02,2026-04-28 00:54:23.280407+09
c487e7ec-45bd-47ff-b8a7-8d0456fe95e7,JPY,USD,0.007189,2023-06-02,2026-04-28 00:54:23.280407+09
e1fbef65-335a-445a-b032-eb363066d376,JPY,CNY,0.050820,2023-06-03,2026-04-28 00:54:23.281963+09
45597f87-e92c-4df3-a0cc-7d33ae006532,JPY,USD,0.007167,2023-06-03,2026-04-28 00:54:23.281963+09
273c2eb8-cb2c-4e5e-8882-aeec139a1a1f,JPY,CNY,0.050791,2023-06-04,2026-04-28 00:54:23.283623+09
84e5183c-a385-41c3-953c-004f81605d76,JPY,USD,0.007164,2023-06-04,2026-04-28 00:54:23.283623+09
d3bb54c4-3760-491a-9976-18704b5f296d,JPY,CNY,0.050796,2023-06-05,2026-04-28 00:54:23.284821+09
1d145019-3809-44de-aa2d-c79ff098b981,JPY,USD,0.007147,2023-06-05,2026-04-28 00:54:23.284821+09
3d1a8f01-8aa3-45fb-92be-8af96a489781,JPY,CNY,0.050960,2023-06-06,2026-04-28 00:54:23.285681+09
3faeef13-1844-4394-a497-42e6f7c76d95,JPY,USD,0.007164,2023-06-06,2026-04-28 00:54:23.285681+09
f33d167c-bf30-4c9e-a7fb-49320da688f8,JPY,CNY,0.051065,2023-06-07,2026-04-28 00:54:23.287052+09
bae25778-d8d2-4292-b3d0-00b8efd1322a,JPY,USD,0.007167,2023-06-07,2026-04-28 00:54:23.287052+09
4ce96515-db7d-4930-9d88-ac3c23cf912c,JPY,CNY,0.051095,2023-06-08,2026-04-28 00:54:23.288116+09
4426a6b0-661c-4f17-8207-19205b9bd087,JPY,USD,0.007170,2023-06-08,2026-04-28 00:54:23.288116+09
2729c4f3-5fb9-412f-8aef-61218f4bec32,JPY,CNY,0.051161,2023-06-09,2026-04-28 00:54:23.289053+09
8d852a3c-d76d-416d-ba05-86c505b9fef9,JPY,USD,0.007177,2023-06-09,2026-04-28 00:54:23.289053+09
6e862ad1-7d9c-483b-84b1-068eaa3b23e4,JPY,CNY,0.051189,2023-06-10,2026-04-28 00:54:23.290243+09
7ff4b654-238a-497f-834e-c389b4bb3bb7,JPY,USD,0.007175,2023-06-10,2026-04-28 00:54:23.290243+09
e66f8331-d670-4fe5-bccf-c192d5bcc17e,JPY,CNY,0.051178,2023-06-11,2026-04-28 00:54:23.291243+09
b9b653fc-b13d-4461-a3c9-06e734a91387,JPY,USD,0.007175,2023-06-11,2026-04-28 00:54:23.291243+09
5588f976-2276-44f6-b19b-06f7e1e3c1a6,JPY,CNY,0.051251,2023-06-12,2026-04-28 00:54:23.292134+09
46fae4d2-49ed-467e-904d-b70217ead2fd,JPY,USD,0.007173,2023-06-12,2026-04-28 00:54:23.292134+09
daecd8e2-0dc2-4983-8573-45a144abff4e,JPY,CNY,0.051268,2023-06-13,2026-04-28 00:54:23.292821+09
53b7ee34-3f73-49e2-97e4-9e95068ef671,JPY,USD,0.007164,2023-06-13,2026-04-28 00:54:23.292821+09
15c24e99-f77d-46a0-8626-0d4ba6a77815,JPY,CNY,0.051216,2023-06-14,2026-04-28 00:54:23.29399+09
b82e01ec-6a72-4060-aa7d-1e583aa5aad8,JPY,USD,0.007153,2023-06-14,2026-04-28 00:54:23.29399+09
7a9f2dd0-966e-4b12-8a49-b94c625a8f5c,JPY,CNY,0.050909,2023-06-15,2026-04-28 00:54:23.295007+09
84bb3d9d-65b9-4e40-a530-d2faf2a462d8,JPY,USD,0.007120,2023-06-15,2026-04-28 00:54:23.295007+09
3a8c8eb1-effd-4b7d-b76e-97ac30088ff8,JPY,CNY,0.050613,2023-06-16,2026-04-28 00:54:23.296244+09
8697c0bb-4acf-4d3a-9c0a-292018e261dc,JPY,USD,0.007095,2023-06-16,2026-04-28 00:54:23.296244+09
836b2d9a-4b9a-4421-bc5d-bbcf8ec3a36e,JPY,CNY,0.050400,2023-06-17,2026-04-28 00:54:23.298005+09
88da193d-7626-4332-8ce9-78d0860ff114,JPY,USD,0.007069,2023-06-17,2026-04-28 00:54:23.298005+09
5aec504a-4d28-4b3b-87da-51c1eab003b9,JPY,CNY,0.050369,2023-06-18,2026-04-28 00:54:23.299301+09
a2a640d6-004f-4f16-80a9-2a1a6e620412,JPY,USD,0.007067,2023-06-18,2026-04-28 00:54:23.299301+09
041326a4-73d7-4c29-a9bc-9bfe7737f631,JPY,CNY,0.050454,2023-06-19,2026-04-28 00:54:23.300253+09
892682b3-dd9a-4556-b3e2-7f3c28e75c1c,JPY,USD,0.007055,2023-06-19,2026-04-28 00:54:23.300253+09
f66484a3-0361-4e7c-8147-5cf7885605e3,JPY,CNY,0.050627,2023-06-20,2026-04-28 00:54:23.301499+09
00e2112a-9d04-4cba-bd1c-a770d919e404,JPY,USD,0.007059,2023-06-20,2026-04-28 00:54:23.301499+09
684dc0de-6671-49fc-baaa-3d2051f7ddf5,JPY,CNY,0.050704,2023-06-21,2026-04-28 00:54:23.302674+09
5df1f1dc-422d-4afb-9880-ff8027295a5e,JPY,USD,0.007055,2023-06-21,2026-04-28 00:54:23.302674+09
c14c452d-5505-406d-9bf6-35481a76b0dd,JPY,CNY,0.050574,2023-06-22,2026-04-28 00:54:23.304212+09
9e1a59ed-9010-4474-8639-678244e7a940,JPY,USD,0.007038,2023-06-22,2026-04-28 00:54:23.304212+09
387bf641-f6ce-43e4-bf0a-a71f900acbb5,JPY,CNY,0.050330,2023-06-23,2026-04-28 00:54:23.305672+09
e54d9587-9a9d-456c-b695-3dfafa5ddc3d,JPY,USD,0.006989,2023-06-23,2026-04-28 00:54:23.305672+09
afea3c19-c9ed-4a05-b2af-91c8977a07d1,JPY,CNY,0.050149,2023-06-24,2026-04-28 00:54:23.306752+09
c566449b-79fd-4dce-8cac-d095ebfe7584,JPY,USD,0.006969,2023-06-24,2026-04-28 00:54:23.306752+09
60c675c8-0208-4748-9633-99d6ef921a9a,JPY,CNY,0.050154,2023-06-25,2026-04-28 00:54:23.307847+09
dcd1ed74-1b08-47e5-bf46-b0fafe9dc6f7,JPY,USD,0.006968,2023-06-25,2026-04-28 00:54:23.307847+09
11d66a79-0e3e-4d2e-970b-7c42d917f81c,JPY,CNY,0.050380,2023-06-26,2026-04-28 00:54:23.308795+09
584cda71-0b47-49ed-8865-4706a424c96a,JPY,USD,0.006976,2023-06-26,2026-04-28 00:54:23.308795+09
d3bc7a87-9724-4f2a-94f1-145e997b6f49,JPY,CNY,0.050313,2023-06-27,2026-04-28 00:54:23.309949+09
7328acdc-0a6f-4b89-b143-e1dc4c53f3a6,JPY,USD,0.006964,2023-06-27,2026-04-28 00:54:23.309949+09
163f9199-43da-408c-ac45-9824a63f4d89,JPY,CNY,0.050255,2023-06-28,2026-04-28 00:54:23.311269+09
b13e8cf0-6063-46ef-893a-00863c2020cd,JPY,USD,0.006943,2023-06-28,2026-04-28 00:54:23.311269+09
1d12fde9-79b6-44dc-9694-d5e52a221a39,JPY,CNY,0.050208,2023-06-29,2026-04-28 00:54:23.312678+09
bc717388-220a-4981-b1d6-e4a819738e9e,JPY,USD,0.006924,2023-06-29,2026-04-28 00:54:23.312678+09
a3c873b9-2a5d-46a2-a3ca-454e0e1ed562,JPY,CNY,0.050226,2023-06-30,2026-04-28 00:54:23.313877+09
2c66805a-637b-432a-825c-435baa7fb590,JPY,USD,0.006918,2023-06-30,2026-04-28 00:54:23.313877+09
22dcc2ff-bd45-426a-b1b0-f97dfa42bf3a,JPY,CNY,0.050301,2023-07-01,2026-04-28 00:54:23.314745+09
3450119f-3791-4c29-98b2-42f0badf0244,JPY,USD,0.006923,2023-07-01,2026-04-28 00:54:23.314745+09
85c4de35-f342-4fe1-b52f-e57f8a597eb1,JPY,CNY,0.050320,2023-07-02,2026-04-28 00:54:23.315829+09
bd554253-da04-4e18-b26c-7d60b762054d,JPY,USD,0.006924,2023-07-02,2026-04-28 00:54:23.315829+09
10d97aef-24cc-4a7e-b7e9-0417853547a3,JPY,CNY,0.050184,2023-07-03,2026-04-28 00:54:23.317299+09
f033204c-e5ae-45e9-a7d9-efb1e7a0d139,JPY,USD,0.006916,2023-07-03,2026-04-28 00:54:23.317299+09
81545aa6-5426-4575-8f08-5c860c7f4ab1,JPY,CNY,0.050058,2023-07-04,2026-04-28 00:54:23.318523+09
32dc1b6a-549e-43dd-8a50-c96d76ced11f,JPY,USD,0.006921,2023-07-04,2026-04-28 00:54:23.318523+09
58733a44-1f7f-437f-87e6-1ec6f8812b44,JPY,CNY,0.050104,2023-07-05,2026-04-28 00:54:23.319434+09
678ee758-3810-4ad4-9563-ba0bc0d5c708,JPY,USD,0.006922,2023-07-05,2026-04-28 00:54:23.319434+09
014de4f2-4dbc-49aa-8687-485e9f4d18a6,JPY,CNY,0.050273,2023-07-06,2026-04-28 00:54:23.320638+09
0dea1aa4-c8ef-4195-a4f1-3e77b4c8dfc2,JPY,USD,0.006937,2023-07-06,2026-04-28 00:54:23.320638+09
1e2144f7-4e4b-41cc-b346-b22eb80b9187,JPY,CNY,0.050483,2023-07-07,2026-04-28 00:54:23.321535+09
ee11caa3-78b5-4c87-9e22-4e0edfc9cc92,JPY,USD,0.006985,2023-07-07,2026-04-28 00:54:23.321535+09
99c61972-2bf7-450e-8161-9ffb88923ad0,JPY,CNY,0.050710,2023-07-08,2026-04-28 00:54:23.322881+09
e4e9932c-1423-42a3-a4f6-5376cec71327,JPY,USD,0.007024,2023-07-08,2026-04-28 00:54:23.322881+09
f07d6f90-79ab-4912-81f7-8f48b676655e,JPY,CNY,0.050746,2023-07-09,2026-04-28 00:54:23.324121+09
33182766-3a3c-4ea4-aaa0-6ad98a43ded7,JPY,USD,0.007025,2023-07-09,2026-04-28 00:54:23.324121+09
290e3d51-6148-46d1-8b83-a0c221cb83dc,JPY,CNY,0.050853,2023-07-10,2026-04-28 00:54:23.325342+09
a6e8e374-2cea-4365-9e3b-3787e4c5f9f4,JPY,USD,0.007036,2023-07-10,2026-04-28 00:54:23.325342+09
92b20069-61d2-4416-9b72-7c1b4553ce86,JPY,CNY,0.051192,2023-07-11,2026-04-28 00:54:23.326762+09
e4969aa5-63c7-433b-9708-6a69dcb9addb,JPY,USD,0.007103,2023-07-11,2026-04-28 00:54:23.326762+09
4edd1baa-9d74-4763-a369-f1392c368a38,JPY,CNY,0.051487,2023-07-12,2026-04-28 00:54:23.327879+09
c7e476b3-43b6-48d5-9913-753f7622c8ca,JPY,USD,0.007174,2023-07-12,2026-04-28 00:54:23.327879+09
5f96afb5-6f6f-4019-b7e4-72e0ae49f058,JPY,CNY,0.051729,2023-07-13,2026-04-28 00:54:23.329142+09
c8912c25-d17c-4a68-bc3e-f52a97837bfb,JPY,USD,0.007225,2023-07-13,2026-04-28 00:54:23.329142+09
c84e41ee-cb9b-465f-a4fd-01157556e5b0,JPY,CNY,0.051658,2023-07-14,2026-04-28 00:54:23.330106+09
fb19109e-1d6b-451e-9d7d-cf86884f9ce2,JPY,USD,0.007228,2023-07-14,2026-04-28 00:54:23.330106+09
15dede67-8380-4363-ad3e-a000c167f1b0,JPY,CNY,0.051554,2023-07-15,2026-04-28 00:54:23.331273+09
aa8e5b44-7ef1-401d-8c7d-f3f8012b8509,JPY,USD,0.007213,2023-07-15,2026-04-28 00:54:23.331273+09
37b3e11d-9527-4f1f-be51-45adec4bb239,JPY,CNY,0.051552,2023-07-16,2026-04-28 00:54:23.332304+09
5d778d66-3d25-444e-a3bb-bfea02f737b6,JPY,USD,0.007213,2023-07-16,2026-04-28 00:54:23.332304+09
536c0ef9-f34f-4c0b-9454-d8a8056f8e31,JPY,CNY,0.051697,2023-07-17,2026-04-28 00:54:23.333418+09
b5ad8e21-3667-4f2c-bc0c-aa9589579883,JPY,USD,0.007214,2023-07-17,2026-04-28 00:54:23.333418+09
ffcfc76e-d198-43ed-8cb4-79d4cf6a71a4,JPY,CNY,0.051794,2023-07-18,2026-04-28 00:54:23.334451+09
74183413-6c2a-45e4-a59d-8cf169696cd2,JPY,USD,0.007219,2023-07-18,2026-04-28 00:54:23.334451+09
5607a091-040b-4250-8586-c54dad482dcb,JPY,CNY,0.051759,2023-07-19,2026-04-28 00:54:23.335313+09
ebe5eefe-8cba-43d6-89fc-9d4c9eb8f512,JPY,USD,0.007179,2023-07-19,2026-04-28 00:54:23.335313+09
b3bce97c-0a63-445b-ae93-9498f25c6ef1,JPY,CNY,0.051501,2023-07-20,2026-04-28 00:54:23.336022+09
a1a4996f-b5c6-40d7-bb9b-8c99307e208f,JPY,USD,0.007159,2023-07-20,2026-04-28 00:54:23.336022+09
46fd8f1e-caf8-4f77-a8d0-09e6d5a2a9b1,JPY,CNY,0.050955,2023-07-21,2026-04-28 00:54:23.336932+09
d11c2219-de50-4b17-bcc8-3653a2650e4b,JPY,USD,0.007096,2023-07-21,2026-04-28 00:54:23.336932+09
4b8e4fdc-6990-4e91-83af-76c017f92235,JPY,CNY,0.050728,2023-07-22,2026-04-28 00:54:23.338112+09
41fcad39-36f7-464b-8ccf-e9655ffe82ae,JPY,USD,0.007057,2023-07-22,2026-04-28 00:54:23.338112+09
012b84b3-f008-41a2-9297-cec3b1bfda5b,JPY,CNY,0.050712,2023-07-23,2026-04-28 00:54:23.339082+09
b885e2a5-1dc2-4af2-9a93-69c5a620d249,JPY,USD,0.007056,2023-07-23,2026-04-28 00:54:23.339082+09
26579520-62b2-4e7b-9032-ff2cc036c036,JPY,CNY,0.050848,2023-07-24,2026-04-28 00:54:23.340048+09
0cf1d6b1-8787-4180-80a8-014930067662,JPY,USD,0.007073,2023-07-24,2026-04-28 00:54:23.340048+09
8b381799-5887-4db8-9990-2a101281138d,JPY,CNY,0.050635,2023-07-25,2026-04-28 00:54:23.340785+09
fc19501b-4e8a-48a4-a1cf-05856fbc3926,JPY,USD,0.007078,2023-07-25,2026-04-28 00:54:23.340785+09
d100b38f-da53-40ab-bcc2-270a9b6880dd,JPY,CNY,0.050784,2023-07-26,2026-04-28 00:54:23.341635+09
a9d7dec2-2515-4e31-99bc-b60d78ed7f43,JPY,USD,0.007108,2023-07-26,2026-04-28 00:54:23.341635+09
1158c948-b2c9-435b-9e94-13491950aee1,JPY,CNY,0.050968,2023-07-27,2026-04-28 00:54:23.342521+09
c916dd23-8288-456a-8ebc-20933ff75a21,JPY,USD,0.007135,2023-07-27,2026-04-28 00:54:23.342521+09
9f8cd868-0e39-4c91-8dfc-87d9370292a8,JPY,CNY,0.051093,2023-07-28,2026-04-28 00:54:23.343749+09
6f4b81dd-d631-4c40-a900-3063e289a234,JPY,USD,0.007148,2023-07-28,2026-04-28 00:54:23.343749+09
335458d9-6c9b-4529-a56e-437dc6b36b3d,JPY,CNY,0.050896,2023-07-29,2026-04-28 00:54:23.34494+09
8c31408f-67e2-4e7f-a2ba-80f58c6b7e74,JPY,USD,0.007113,2023-07-29,2026-04-28 00:54:23.34494+09
7c117488-9d2b-4453-813d-b80f9509b2b2,JPY,CNY,0.050866,2023-07-30,2026-04-28 00:54:23.346034+09
02c4cf58-0632-4fb4-a856-431c432ac2a9,JPY,USD,0.007106,2023-07-30,2026-04-28 00:54:23.346034+09
246afe11-bb8f-44ef-a4f6-a8abc2d53e66,JPY,CNY,0.050416,2023-07-31,2026-04-28 00:54:23.346997+09
3c4daf7d-720e-414e-b10f-13bf4467a4f4,JPY,USD,0.007054,2023-07-31,2026-04-28 00:54:23.346997+09
b53d0d6b-666e-4e9c-9e2f-0129febf606a,JPY,CNY,0.050217,2023-08-01,2026-04-28 00:54:23.348007+09
87da5b19-210f-4acc-ba3e-c3f6bba67319,JPY,USD,0.007008,2023-08-01,2026-04-28 00:54:23.348007+09
8da55457-4ae6-4438-8ae5-a20af70233d4,JPY,CNY,0.050230,2023-08-02,2026-04-28 00:54:23.349112+09
323eaee1-4620-4760-ad5d-2bcd91e327f3,JPY,USD,0.006993,2023-08-02,2026-04-28 00:54:23.349112+09
e77c0a94-867e-4fd1-9e0a-90083a8db9ae,JPY,CNY,0.050237,2023-08-03,2026-04-28 00:54:23.350124+09
e2b17163-83c3-4dd8-925f-4295fd3ef59c,JPY,USD,0.006994,2023-08-03,2026-04-28 00:54:23.350124+09
4fc75e4b-4750-42d7-9a64-fc3b18d9aed4,JPY,CNY,0.050363,2023-08-04,2026-04-28 00:54:23.351283+09
ad0d98de-265a-434b-a9ee-fcbf9a42e40c,JPY,USD,0.007020,2023-08-04,2026-04-28 00:54:23.351283+09
7c5f8fe2-5a28-477a-b3fc-018c475b351c,JPY,CNY,0.050490,2023-08-05,2026-04-28 00:54:23.352295+09
afe5123b-4087-444d-8874-aaad0dc9c01c,JPY,USD,0.007038,2023-08-05,2026-04-28 00:54:23.352295+09
38d58077-da4a-4680-8995-55341e3fe592,JPY,CNY,0.050529,2023-08-06,2026-04-28 00:54:23.353442+09
a54a1a13-6b7d-4255-8997-0323558238fa,JPY,USD,0.007043,2023-08-06,2026-04-28 00:54:23.353442+09
4647ea02-ef9b-41b7-bd8d-3bd12bc22d60,JPY,CNY,0.050569,2023-08-07,2026-04-28 00:54:23.35447+09
e969df82-e42c-46a3-a728-8ce8a9a673b2,JPY,USD,0.007033,2023-08-07,2026-04-28 00:54:23.35447+09
cfc08ca7-05ec-4936-ba27-8dcb9731db8b,JPY,CNY,0.050492,2023-08-08,2026-04-28 00:54:23.355348+09
537a6e6f-4660-4f3d-a973-d2a882c5fa59,JPY,USD,0.007000,2023-08-08,2026-04-28 00:54:23.355348+09
f59f7672-c1a6-4eb1-9da8-4252c3c86acb,JPY,CNY,0.050378,2023-08-09,2026-04-28 00:54:23.356431+09
5e22051b-e755-4f42-bd7e-cac75dec8b84,JPY,USD,0.006977,2023-08-09,2026-04-28 00:54:23.356431+09
d5c9577f-c7ca-4c46-a29b-86bac70f7615,JPY,CNY,0.050170,2023-08-10,2026-04-28 00:54:23.35722+09
fe4bd785-7485-4fa8-8aba-bcf9c903724e,JPY,USD,0.006950,2023-08-10,2026-04-28 00:54:23.35722+09
84465276-70b2-4808-a416-6c4f2df23e80,JPY,CNY,0.050066,2023-08-11,2026-04-28 00:54:23.358261+09
cb745dc7-8251-4be8-8a3c-0597b671f033,JPY,USD,0.006918,2023-08-11,2026-04-28 00:54:23.358261+09
6b79098f-1dc2-4bbd-bd9a-1b5b7b85c07e,JPY,CNY,0.050049,2023-08-12,2026-04-28 00:54:23.359814+09
ec5df259-c9c2-463b-8468-bab8a6d4e87b,JPY,USD,0.006907,2023-08-12,2026-04-28 00:54:23.359814+09
0aa45bc3-4b16-4da9-93a3-71c1c527e358,JPY,CNY,0.050032,2023-08-13,2026-04-28 00:54:23.361096+09
9f0a9e9f-9c8b-435f-b6a0-434bd7f3ed93,JPY,USD,0.006906,2023-08-13,2026-04-28 00:54:23.361096+09
a635a7dd-4ad7-4a81-94c5-122ace943770,JPY,CNY,0.050101,2023-08-14,2026-04-28 00:54:23.362404+09
b2fddc6a-1845-4da0-a906-ca8e48797404,JPY,USD,0.006895,2023-08-14,2026-04-28 00:54:23.362404+09
32870a64-5e0f-4b0d-aeba-b5c9f03e91ff,JPY,CNY,0.050106,2023-08-15,2026-04-28 00:54:23.363616+09
406a66a0-42a7-44f2-93a4-bcde2986be49,JPY,USD,0.006875,2023-08-15,2026-04-28 00:54:23.363616+09
a604ae41-767b-4d26-8fc4-12cc85a3c0cb,JPY,CNY,0.050183,2023-08-16,2026-04-28 00:54:23.364759+09
5d970584-318e-4943-90fc-a4584e45da4e,JPY,USD,0.006866,2023-08-16,2026-04-28 00:54:23.364759+09
12a5674c-e4f8-4fbf-9b45-6f654fca28ea,JPY,CNY,0.050077,2023-08-17,2026-04-28 00:54:23.365717+09
4b86cacc-cd31-49b0-b9a9-ca47fb5d9c46,JPY,USD,0.006847,2023-08-17,2026-04-28 00:54:23.365717+09
715c8c00-b294-456b-99f9-f3b02a547ce8,JPY,CNY,0.050138,2023-08-18,2026-04-28 00:54:23.366805+09
3db2384d-492e-48c9-8b17-bca47aa0de76,JPY,USD,0.006870,2023-08-18,2026-04-28 00:54:23.366805+09
67ae55e9-f348-4308-a19a-383a338268ab,JPY,CNY,0.050214,2023-08-19,2026-04-28 00:54:23.367872+09
03df06bc-d261-4567-870c-47b8f2d69c14,JPY,USD,0.006877,2023-08-19,2026-04-28 00:54:23.367872+09
33f276b6-7bd1-45d1-8777-dd1d4e1fd7be,JPY,CNY,0.050199,2023-08-20,2026-04-28 00:54:23.369069+09
2684842e-f2e7-4d57-a58a-097548596b3d,JPY,USD,0.006878,2023-08-20,2026-04-28 00:54:23.369069+09
a1195c51-0214-4780-8791-0dc3a1abf32f,JPY,CNY,0.050120,2023-08-21,2026-04-28 00:54:23.370028+09
1f2fdcac-e282-40d0-89ae-c70401ba6637,JPY,USD,0.006862,2023-08-21,2026-04-28 00:54:23.370028+09
